Id;UID;UTC;UTCMilliseconds;PCLocalTime;PCTime;ChannelBitmap;SequenceBitmap;GpsDate;GPSTime;Latitude;Longitude;Speed;SpeedType;Heading;HeadingType;TrueHeading;MagneticHeading;MagneticVariation;GPSError;DataStatus;FixType
364;535;25/10/2022 6:34:14.871;871;25/10/2022 6:34:14.871;25/10/2022 6:34:14.879;0;NaN;25/10/2022 6:34:34.000;63434000;37.4697915;-0.630669833;2.801792069;N ;76.8796295;T ;NaN;NaN;0.693239316;0;A  ;A  
365;536;25/10/2022 6:34:15.795;795;25/10/2022 6:34:15.795;25/10/2022 6:34:15.800;0;NaN;25/10/2022 6:34:35.000;63435000;37.46979417;-0.630653167;2.914707937;N ;78.60227439;T ;NaN;NaN;0.693243452;0;A  ;A  
366;537;25/10/2022 6:34:16.819;819;25/10/2022 6:34:16.819;25/10/2022 6:34:16.823;0;NaN;25/10/2022 6:34:36.000;63436000;37.46979717;-0.630636833;2.874085143;N ;76.9698914;T ;NaN;NaN;0.693247511;0;A  ;A  
367;538;25/10/2022 6:34:17.834;834;25/10/2022 6:34:17.834;25/10/2022 6:34:17.840;0;NaN;25/10/2022 6:34:37.000;63437000;37.4698025;-0.630619333;3.213663436;N ;68.99377371;T ;NaN;NaN;0.693251883;0;A  ;A  
368;539;25/10/2022 6:34:18.852;852;25/10/2022 6:34:18.852;25/10/2022 6:34:18.854;0;NaN;25/10/2022 6:34:38.000;63438000;37.4698075;-0.630602167;3.134854972;N ;69.8478964;T ;NaN;NaN;0.69325617;0;A  ;A  
369;540;25/10/2022 6:34:20.783;783;25/10/2022 6:34:20.783;25/10/2022 6:34:20.788;0;NaN;25/10/2022 6:34:40.000;63440000;37.4698205;-0.630569833;3.106844154;N ;63.13399447;T ;NaN;NaN;0.693264285;0;A  ;A  
370;541;25/10/2022 6:34:21.811;811;25/10/2022 6:34:21.811;25/10/2022 6:34:21.814;0;NaN;25/10/2022 6:34:41.000;63441000;37.469831;-0.630552167;3.783728496;N ;53.17243518;T ;NaN;NaN;0.693268758;0;A  ;A  
371;542;25/10/2022 6:34:22.833;833;25/10/2022 6:34:22.833;25/10/2022 6:34:22.837;0;NaN;25/10/2022 6:34:42.000;63442000;37.46983883;-0.630536;3.247171739;N ;58.59602571;T ;NaN;NaN;0.693272831;0;A  ;A  
372;543;25/10/2022 6:34:23.860;860;25/10/2022 6:34:23.860;25/10/2022 6:34:23.863;0;NaN;25/10/2022 6:34:43.000;63443000;37.469845;-0.630520833;2.92140608;N ;62.87425722;T ;NaN;NaN;0.693276638;0;A  ;A  
373;544;25/10/2022 6:34:26.818;818;25/10/2022 6:34:26.818;25/10/2022 6:34:26.824;0;NaN;25/10/2022 6:34:46.000;63446000;37.4698575;-0.630470833;2.995619068;N ;72.5160436;T ;NaN;NaN;0.693289099;0;A  ;A  
374;545;25/10/2022 6:34:27.849;849;25/10/2022 6:34:27.849;25/10/2022 6:34:27.851;0;NaN;25/10/2022 6:34:47.000;63447000;37.46986217;-0.630455333;2.841984442;N ;69.22605951;T ;NaN;NaN;0.693292972;0;A  ;A  
375;546;25/10/2022 6:34:32.865;865;25/10/2022 6:34:32.865;25/10/2022 6:34:32.866;0;NaN;25/10/2022 6:34:52.000;63452000;37.46989117;-0.630382167;2.804067612;N ;63.46275132;T ;NaN;NaN;0.693311332;0;A  ;A  
376;547;25/10/2022 6:34:33.787;787;25/10/2022 6:34:33.787;25/10/2022 6:34:33.790;0;NaN;25/10/2022 6:34:53.000;63453000;37.4698975;-0.630367;2.937993193;N ;62.24938939;T ;NaN;NaN;0.693315142;0;A  ;A  
377;548;25/10/2022 6:34:36.856;856;25/10/2022 6:34:36.856;25/10/2022 6:34:36.857;0;NaN;25/10/2022 6:34:56.000;63456000;37.46991217;-0.6303215;2.806334638;N ;67.89583922;T ;NaN;NaN;0.69332652;0;A  ;A  
378;549;25/10/2022 6:34:37.774;774;25/10/2022 6:34:37.774;25/10/2022 6:34:37.776;0;NaN;25/10/2022 6:34:57.000;63457000;37.469916;-0.630304333;3.057200421;N ;74.28597894;T ;NaN;NaN;0.693330793;0;A  ;A  
379;550;25/10/2022 6:34:40.843;843;25/10/2022 6:34:40.843;25/10/2022 6:34:40.847;0;NaN;25/10/2022 6:35:00.000;63500000;37.4699335;-0.630255833;3.044477269;N ;65.55219299;T ;NaN;NaN;0.693342943;0;A  ;A  
380;551;25/10/2022 6:34:42.781;781;25/10/2022 6:34:42.781;25/10/2022 6:34:42.786;0;NaN;25/10/2022 6:35:02.000;63502000;37.4699435;-0.6302265;2.736490552;N ;66.75485003;T ;NaN;NaN;0.693350285;0;A  ;A  
381;552;25/10/2022 6:34:43.804;804;25/10/2022 6:34:43.804;25/10/2022 6:34:43.806;0;NaN;25/10/2022 6:35:03.000;63503000;37.46995083;-0.6302125;2.875651517;N ;56.57591052;T ;NaN;NaN;0.693353819;0;A  ;A  
